gloss,text
YESTERDAY I GO STORE BUY COMPUTER COME HOME,"Yesterday, I went to the store, bought the computer, and came home."
YESTERDAY CHILD MAKE_CREATE PASSWORD,"Yesterday, the child made the password."
NIGHT FATHER PUSH MONEY,"At night, the father is pushing the money."
WE NOT NEED NAME,We do not need the name.
MORNING THEY FEEL STRONG,"In the morning, they are feeling strong."
SHE NOT NEED INTERNET,She does not need the internet.
AFTER SCHOOL I GO HOME,"After school, I'll go home."
NIGHT YOU USE LETTER,"At night, you are using the letter."
FAMILY NOT LIKE WORD,The family do not like the word.
NOW SISTER TELL SENTENCE,"Now, the sister is telling the sentence."
BOSS NOT LIKE NAME,The boss does not like the name.
SISTER NOT HAVE PART,The sister does not have the part.
TOMORROW MORNING I WANT GO STORE LEARN PROBLEM,"Tomorrow morning, I want to go to the store and learn the problem."
ALL STUDENT COME,All students are coming.
NOW BOSS INSTALL PASSWORD,"Now, the boss is installing the password."
TOMORROW POLICE CATCH AGE,"Tomorrow, the police will catch the age."
YESTERDAY I CALL FATHER,"Yesterday, I called the father."
YOU NOT KNOW PROJECT,You do not know the project.
WOMAN NOT SEE EXAM,The woman does not see the exam.
AFTERNOON GROUP FIX LAPTOP,"In the afternoon, the group are fixing the laptop."
AFTERNOON I GIVE MODEL,"In the afternoon, I am giving the model."
MORNING SISTER FEEL READY,"In the morning, the sister is feeling ready."
AFTERNOON I RECEIVE MODEL,"In the afternoon, I am receiving the model."
NIGHT WOMAN LOGIN PASSWORD,"At night, the woman is logining the password."
NOW CHILD COME COMPANY,"Now, the child is coming to the company."
PLEASE HELP ME I NEED PASSWORD FOR GRADE,"Please help me, I need the password for the grade."
NOW FATHER PROGRAM PHONE,"Now, the father is programming the phone."
TOMORROW FAMILY THROW SIGN,"Tomorrow, the family will throw the sign."
BABY NOT KNOW NAME,The baby does not know the name.
YESTERDAY FATHER DELETE PHONE,"Yesterday, the father deleted the phone."
TOMORROW TEACHER FEEL ANGRY,"Tomorrow, the teacher will feel angry."
TOMORROW MORNING I WANT GO CITY STUDY QUESTION,"Tomorrow morning, I want to go to the city and study the question."
AFTERNOON POLICE CATCH AGE,"In the afternoon, the police are catching the age."
BROTHER NOT WANT HOSPITAL,The brother does not want the hospital.
AFTERNOON FRIEND RECEIVE PROGRAM,"In the afternoon, the friend is receiving the program."
TOMORROW STUDENT REMEMBER WORD,"Tomorrow, the student will remember the word."
BYE,Bye.
AFTERNOON CHILD COME SCHOOL,"In the afternoon, the child is coming to the school."
YESTERDAY GROUP DRIVE_CAR DRIVE_CAR,"Yesterday, the group drove the drive_car."
NONE COME,None came.
NIGHT WOMAN THROW PROGRAM,"At night, the woman is throwing the program."
TOMORROW MORNING I WANT GO CITY STUDY BODY,"Tomorrow morning, I want to go to the city and study the body."
WOMAN NOT LIKE BANK,The woman does not like the bank.
AFTERNOON SHE WANT LESSON,"In the afternoon, she wants the lesson."
MORNING MAN DRINK COFFEE,"In the morning, the man is drinking some coffee."
NOW TEACHER DRIVE_CAR BUS,"Now, the teacher is driving the bus."
AFTERNOON CHILD BORROW WORD,"In the afternoon, the child is borrowing the word."
TWO YEAR,two years.
SHE HAVE COMPUTER YOU-KNOW,Does she have the computer?
AFTERNOON WORKER GO MARKET,"In the afternoon, the worker is going to the market."
YESTERDAY YOU HELP SISTER,"Yesterday, you helped the sister."
NIGHT FRIEND DEVELOP BAG,"At night, the friend is developing the bag."
NIGHT WORKER BREAK MONEY,"At night, the worker is breaking the money."
MORNING FRIEND WIN HOSPITAL,"In the morning, the friend wins the hospital."
NIGHT FAMILY WORK SIGN,"At night, the family work the sign."
TOMORROW WORKER BREAK KEY,"Tomorrow, the worker will break the key."
WHY THEY WANT,Why is they wanting?
YESTERDAY WOMAN READ COMPUTER,"Yesterday, the woman read the computer."
AFTERNOON TEACHER BORROW DATA,"In the afternoon, the teacher is borrowing the data."
MORNING WORKER HEAR SYSTEM,"In the morning, the worker is hearing the system."
MORNING BOSS FALL MARKET,"In the morning, the boss is falling to the market."
MORNING MAN EAT_FOOD APPLE,"In the morning, the man is eating some apple."
HOW-MANY PART YOU HAVE,How many parts do you have?
MORNING FATHER FEEL STRONG,"In the morning, the father is feeling strong."
TOMORROW MORNING I WANT GO CITY STUDY AGE,"Tomorrow morning, I want to go to the city and study the age."
BABY NOT SEE TIME,The baby does not see the time.
NOW MAN CHANGE SENTENCE,"Now, the man is changing the sentence."
YESTERDAY BABY DRINK COFFEE,"Yesterday, the baby drank some coffee."
NOW FRIEND BREAK CAMERA,"Now, the friend is breaking the camera."
FAMILY NOT LIKE SOLUTION,The family do not like the solution.
HOW-MANY NAME WE HAVE,How many names does we have?
YESTERDAY I GO LIBRARY SEE CAMERA COME HOME,"Yesterday, I went to the library, saw the camera, and came home."
BOSS NOT SEE PARK,The boss does not see the park.
MORNING CHILD FEEL PROUD,"In the morning, the child is feeling proud."
TWENTY WEEK,twenty weeks.
SHE WANT COFFEE YOU-KNOW,Does she want some coffee?
NIGHT DOCTOR COOK APPLE,"At night, the doctor is cooking some apple."
YESTERDAY I GO COUNTRY GET DRIVE_CAR COME HOME,"Yesterday, I went to the country, got the car, and came home."
BABY NOT SEE BOOK,The baby does not see the book.
BABY NOT LIKE CITY,The baby does not like the city.
TOMORROW TEAM HELP YOU,"Tomorrow, the team will help you."
NIGHT MOTHER FEEL COLD,"At night, the mother is feeling cold."
TOMORROW MORNING I WANT GO PLACE LEARN EXAM,"Tomorrow morning, I want to go to the place and learn the exam."
MORNING I WATCH BAG,"In the morning, I am watching the bag."
AFTERNOON TEAM HEAR MONEY,"In the afternoon, the team are hearing the money."
CHILD NOT WANT MEETING,The child does not want the meeting.
MOTHER NOT NEED WORD,The mother does not need the word.
FATHER NOT KNOW ROOM,The father does not know the room.
AFTERNOON WORKER FEEL COLD,"In the afternoon, the worker is feeling cold."
I GO COMPANY YOU-KNOW,Am I going to the company?
DOCTOR NOT SEE PROBLEM,The doctor does not see the problem.
YESTERDAY I GO ROOM GET SIGN COME HOME,"Yesterday, I went to the room, got the sign, and came home."
TOMORROW MORNING I WANT GO PLACE LEARN ENGLISH,"Tomorrow morning, I want to go to the place and learn the english."
WHY WE FEEL SICK,Why is we feeling sick?
YESTERDAY I GO BANK BUY INTERNET COME HOME,"Yesterday, I went to the bank, bought the internet, and came home."
TOMORROW MORNING I WANT GO HOUSE READ TIME,"Tomorrow morning, I want to go to the house and read the time."
YESTERDAY POLICE FEEL ANGRY,"Yesterday, the police felt angry."
WORKER NOT NEED MARKET,The worker does not need the market.
YESTERDAY WORKER DRINK MEDICINE,"Yesterday, the worker drank some medicine."
HOW-MUCH SOFTWARE WE NEED,How much software does we need?
PLEASE HELP ME I NEED PROJECT FOR SOLUTION,"Please help me, I need the project for the solution."
NOW FAMILY LOVE PART,"Now, the family love the part."
YESTERDAY I GO COMPANY GET APP COME HOME,"Yesterday, I went to the company, got the app, and came home."
MORNING THEY PAY PHONE,"In the morning, they are paying the phone."
TOMORROW FATHER FEEL SCARED,"Tomorrow, the father will feel scared."
NOW GROUP LOGIN MODEL,"Now, the group are logining the model."
AFTERNOON TEAM CLIMB RESTAURANT,"In the afternoon, the team are climbing to the restaurant."
TEAM NOT WANT MONEY,The team do not want the money.
WE NOT SEE SCHOOL,We do not see the school.
TOMORROW MORNING I WANT GO PLACE READ TIME,"Tomorrow morning, I want to go to the place and read the time."
NOW MOTHER SHOW TEAM,"Now, the mother is showing the team."
MORNING BROTHER PULL AGE,"In the morning, the brother is pulling the age."
YESTERDAY WE DRINK WATER,"Yesterday, we drank some water."
NOW BABY LOGIN DATA,"Now, the baby is logining the data."
AFTERNOON DOCTOR PRACTICE COMPUTER,"In the afternoon, the doctor is practicing the computer."
YESTERDAY FRIEND SEARCH PROGRAM,"Yesterday, the friend searched the program."
TOMORROW BROTHER FEEL READY,"Tomorrow, the brother will feel ready."
NIGHT WOMAN THROW TIME,"At night, the woman is throwing the time."
MOTHER NOT WANT PROJECT,The mother does not want the project.
STUDENT NOT UNDERSTAND BODY,The student does not understand the body.
TOMORROW FRIEND GIVE COMPUTER,"Tomorrow, the friend will give the computer."
FAMILY NOT LIKE COMPANY,The family do not like the company.
YOU FEEL SICK YOU-KNOW,Are you feeling sick?
CHILD NOT NEED HAND,The child does not need the hand.
YOU WANT COFFEE YOU-KNOW,Do you want some coffee?
YESTERDAY TEAM LIKE SCHOOL,"Yesterday, the team liked the school."
NOW MOTHER DRIVE_CAR BIKE,"Now, the mother is driving the bike."
WHEN HE COME,When is he going?
MORNING SISTER DRIVE_CAR TRAIN,"In the morning, the sister is driving the train."
NOW SISTER SLEEP LAPTOP,"Now, the sister is sleeping the laptop."
MORNING DOCTOR WALK HOUSE,"In the morning, the doctor is walking to the house."
STUDENT NOT HAVE CAMERA,The student does not have the camera.
NOW BOSS FEEL CONFUSED,"Now, the boss is feeling confused."
TOMORROW POLICE HEAR PROBLEM,"Tomorrow, the police will hear the problem."
AFTERNOON BROTHER FEEL SICK,"In the afternoon, the brother is feeling sick."
WHEN YOU COME,When are you coming?
YESTERDAY I DRINK WATER,"Yesterday, I drank some water."
AFTERNOON FATHER FEEL WEAK,"In the afternoon, the father is feeling weak."
TOMORROW YOU FIND YOU,"Tomorrow, you will find you."
NOW GROUP FEEL NERVOUS,"Now, the group are feeling nervous."
MORNING BOSS FEEL BUSY,"In the morning, the boss is feeling busy."
YESTERDAY GROUP INSTALL SYSTEM,"Yesterday, the group installed the system."
NIGHT WE STAND PARK,"At night, we are standing to the park."
GROUP NOT UNDERSTAND STORE,The group do not understand the store.
HE LIKE WORD YOU-KNOW,Does he like the word?
TOMORROW SISTER CUT QUESTION,"Tomorrow, the sister will cut the question."
THEY NOT LIKE SCHOOL,They do not like the school.
BABY NOT UNDERSTAND ENGLISH,The baby does not understand the english.
SISTER NOT NEED MODEL,The sister does not need the model.
YESTERDAY SHE MISS PART,"Yesterday, she missed the part."
MORNING MAN ANSWER EXAM,"In the morning, the man is answering the exam."
NOW WORKER LIKE COMPANY,"Now, the worker likes the company."
AFTERNOON STUDENT FEEL SAD,"In the afternoon, the student is feeling sad."
NIGHT BROTHER FEEL ANGRY,"At night, the brother is feeling angry."
SHE NOT LIKE NAME,She does not like the name.
YOU NOT HAVE ENGLISH,You do not have the english.
PLEASE SHOW ME VIDEO,Please show me the video.
NIGHT WOMAN BUY APP,"At night, the woman is buying the app."
MORNING FRIEND RETURN HOSPITAL,"In the morning, the friend is returning to the hospital."
WHY YOU FEEL CONFUSED,Why are you feeling confused?
NIGHT MOTHER COOK APPLE,"At night, the mother is cooking some apple."
TOMORROW BOSS CARRY KEY,"Tomorrow, the boss will carry the key."
TEAM NOT LIKE PHONE,The team do not like the phone.
NOW WE WATCH CAMERA,"Now, we are watching the camera."
BROTHER NOT KNOW RESTAURANT,The brother does not know the restaurant.
TOMORROW YOU DRINK COFFEE,"Tomorrow, you will drink some coffee."
NIGHT YOU FEEL SICK,"At night, you are feeling sick."
YESTERDAY BABY DRINK WATER,"Yesterday, the baby drank some water."
NIGHT GROUP USE IDEA,"At night, the group are using the idea."
TOMORROW HE MAKE_CREATE CODE,"Tomorrow, he will make the code."
HOW-MUCH EAT_FOOD I NEED,How much eat_food do I need?
PLEASE SHOW ME DATA,Please show me the data.
NIGHT DOCTOR WANT GRADE,"At night, the doctor wants the grade."
FAMILY NOT KNOW PART,The family do not know the part.
AFTERNOON BOSS SHARE PROGRAM,"In the afternoon, the boss is sharing the program."
MORNING TEAM TEACH PROGRAM,"In the morning, the team are teaching the program."
NIGHT GROUP BREAK CODE,"At night, the group are breaking the code."
WE WANT SIGN YOU-KNOW,Do we want the sign?
WE WANT QUESTION YOU-KNOW,Do we want the question?
POLICE NOT UNDERSTAND HOSPITAL,The police do not understand the hospital.
YOU NOT NEED LESSON,You do not need the lesson.
MORNING STUDENT DRIVE_CAR TRAIN,"In the morning, the student is driving the train."
I TIRED BECAUSE I WORK,I'm tired because I worked.
NIGHT POLICE FEEL HAPPY,"At night, the police are feeling happy."
YESTERDAY HE CUT COMPUTER,"Yesterday, he cut the computer."
YESTERDAY I GO BANK FIND BAG COME HOME,"Yesterday, I went to the bank, found the bag, and came home."
MAN NOT LIKE DESIGN,The man does not like the design.
NIGHT BABY USE VIDEO,"At night, the baby is using the video."
TOMORROW SHE BORROW SIGN,"Tomorrow, she will borrow the sign."
NIGHT THEY COOK APPLE,"At night, they are cooking some apple."
MORNING WE FEEL PROUD,"In the morning, we are feeling proud."
YOU WANT EXAM YOU-KNOW,Do you want the exam?
I READY YOU-KNOW,Am I ready?
TEACHER NOT NEED ENGLISH,The teacher does not need the english.
TOMORROW WE SEND LANGUAGE,"Tomorrow, we will send the language."
THIS HARD_DIFFICULT,This is hard.
TEACHER NOT SEE SYSTEM,The teacher does not see the system.
YESTERDAY POLICE ASK VIDEO,"Yesterday, the police asked the video."
MORNING SHE FEEL PROUD,"In the morning, she is feeling proud."
YESTERDAY MOTHER USE DATA,"Yesterday, the mother used the data."
NIGHT WORKER CLEAN LANGUAGE,"At night, the worker is cleaning the language."
HE HAVE CODE YOU-KNOW,Does he have the code?
TOMORROW FAMILY FEEL HAPPY,"Tomorrow, the family will feel happy."
NIGHT DOCTOR FEEL SORRY,"At night, the doctor is feeling sorry."
WOMAN NOT UNDERSTAND AGE,The woman does not understand the age.
SHE NOT HAVE HAND,She does not have the hand.
BROTHER NOT HAVE ENGLISH,The brother does not have the english.
MORNING FRIEND CONFUSE LIBRARY,"In the morning, the friend confuses the library."
AFTERNOON TEAM READ GRADE,"In the afternoon, the team are reading the grade."
MORNING CHILD CATCH DESIGN,"In the morning, the child is catching the design."
THEY NOT SEE CITY,They do not see the city.
NOW FAMILY EAT_FOOD APPLE,"Now, the family are eating some apple."
AFTERNOON MOTHER DOWNLOAD CAMERA,"In the afternoon, the mother is downloading the camera."
TOMORROW MOTHER STAND HOUSE,"Tomorrow, the mother will stand to the house."
FATHER NOT SEE IDEA,The father does not see the idea.
NOW GROUP EAT_FOOD APPLE,"Now, the group are eating some apple."
NIGHT POLICE UPLOAD SYSTEM,"At night, the police are uploading the system."
YESTERDAY WORKER INSTALL LAPTOP,"Yesterday, the worker installed the laptop."
MORNING SISTER READ WORD,"In the morning, the sister is reading the word."
AFTERNOON POLICE FEEL CONFUSED,"In the afternoon, the police are feeling confused."
DOCTOR NOT HAVE SYSTEM,The doctor does not have the system.
PLEASE HELP ME I NEED PROGRAM FOR SENTENCE,"Please help me, I need the program for the sentence."
AFTERNOON TEACHER CATCH INTERNET,"In the afternoon, the teacher is catching the internet."
AFTERNOON DOCTOR FEEL HAPPY,"In the afternoon, the doctor is feeling happy."
YESTERDAY WORKER CUT PROBLEM,"Yesterday, the worker cut the problem."
AFTERNOON BROTHER DRIVE_CAR BIKE,"In the afternoon, the brother is driving the bike."
NOW TEACHER FEEL BORED,"Now, the teacher is feeling bored."
POLICE NOT KNOW DATA,The police do not know the data.
MORNING I USE BODY,"In the morning, I am using the body."
AFTERNOON MOTHER FEEL HOT,"In the afternoon, the mother is feeling hot."
NIGHT GROUP FEEL BUSY,"At night, the group are feeling busy."
TEACHER NOT KNOW QUESTION,The teacher does not know the question.
AFTERNOON MAN DRIVE_CAR BIKE,"In the afternoon, the man is driving the bike."
YESTERDAY BROTHER DRINK COFFEE,"Yesterday, the brother drank some coffee."
BOSS NOT SEE EXAM,The boss does not see the exam.
TOMORROW I PRACTICE WORD,"Tomorrow, I will practice the word."
TOMORROW MORNING I WANT GO COUNTRY STUDY SIGN,"Tomorrow morning, I want to go to the country and study the sign."
YOU WANT KEY YOU-KNOW,Do you want the key?
TOMORROW SISTER REMEMBER OFFICE,"Tomorrow, the sister will remember the office."
DOCTOR NOT KNOW LETTER,The doctor does not know the letter.
NIGHT BABY PAY HAND,"At night, the baby is paying the hand."
YESTERDAY I GO COMPANY FIND LAPTOP COME HOME,"Yesterday, I went to the company, found the laptop, and came home."
TOMORROW WORKER PLAY KEY,"Tomorrow, the worker will play the key."
TEAM NOT WANT LAPTOP,The team do not want the laptop.
NIGHT POLICE ARRIVE HOUSE,"At night, the police are arriving at the house."
NOW BROTHER PROGRAM DESIGN,"Now, the brother is programming the design."
NOW TEAM EXPLAIN WOMAN,"Now, the team are explaining the woman."
FRIEND NOT HAVE MODEL,The friend does not have the model.
I LIKE MEETING YOU-KNOW,Do I like the meeting?
I HAVE PROJECT YOU-KNOW,Do I have the project?
YOU NOT HAVE COUNTRY,You do not have the country.
SHE FEEL READY YOU-KNOW,Is she feeling ready?
NOW I FEEL EXCITED,"Now, I am feeling excited."
YOU NOT KNOW COUNTRY,You do not know the country.
YESTERDAY YOU FEEL HAPPY,"Yesterday, you felt happy."
AFTERNOON SHE SEND MEETING,"In the afternoon, she is sending the meeting."
